cnf_path,clause_count,var_count,tseitin_var_count,compile_time,timestamp,ddnnf_nodecount_plus,ddnnf_nodecount_mult,sddnnf_nodecount_plus,sddnnf_nodecount_mult,ddnnf_exist_nodecount_plus,ddnnf_exist_nodecount_mult,sddnnf_exist_nodecount_plus,sddnnf_exist_nodecount_mult,ddnnf_tseitin_nodecount_plus,ddnnf_tseitin_nodecount_mult,sddnnf_tseitin_nodecount_plus,sddnnf_tseitin_nodecount_mult
../sources/cnf2tseitin/cnf/MC2023_track1-mc-private/mc2023_track1_184.cnf,178409,43708,39604,0.000,1712751167.2527795,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc-private/mc2023_track1_150.cnf,19157,6557,5734,0.000,1712754769.6460311,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc-private/mc2023_track1_178.cnf,560562,136516,125608,0.000,1712758378.9556012,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc-private/mc2023_track1_142.cnf,19284,6646,5776,0.000,1712761981.289528,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_121.cnf,14492,5201,4786,0.000,1712765583.3804924,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_185.cnf,22421,7657,7312,0.000,1712769186.2870092,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_193.cnf,178699,61933,50413,0.000,1712772790.0992393,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_155.cnf,207647,50267,46478,0.000,1712776395.0126565,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_157.cnf,20034,6816,6554,0.000,1712779997.9113479,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_189.cnf,286839,65259,32411,0.000,1712783603.999093,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_191.cnf,540145,130982,111911,0.000,1712787212.8814037,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_151.cnf,18764,6250,5603,0.000,1712790815.1571167,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_153.cnf,60764,14853,13546,0.000,1712794417.9823847,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_161.cnf,22453,7238,3118,0.000,1712798019.848593,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_165.cnf,126997,50461,21516,0.000,1712801623.5986202,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_141.cnf,14519,5185,4794,0.000,1712805225.790548,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_133.cnf,149118,44805,27489,1578.653,1712806850.3020546,58965,55087363,59046,55088738,58965,25202348,59046,25203723,58965,25202348,59046,25203723
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_075.cnf,7998,2877,2131,0.000,1712817295.913524,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_139.cnf,175549,42923,39169,0.000,1712820899.7046804,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track1-mc_public/mc2023_track1_113.cnf,23004,7759,7339,0.000,1712824501.8327405,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_108.cnf,57268,20896,17932,0.000,1712828104.099527,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_142.cnf,18715,6218,5587,0.000,1712831706.4170237,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_150.cnf,20318,6909,6647,0.000,1712835309.3507354,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_168.cnf,17634,8169,2819,971.911,1712836831.4568596,3699257,374782845,3699258,374783001,3699257,249848645,3699258,249848801,MEM_ERR2,MEM_ERR2,MEM_ERR2,MEM_ERR2
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_182.cnf,788339,191522,165545,0.000,1712847729.2510262,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_010.cnf,17634,8169,2819,989.008,1712849208.5822618,3699257,374782845,3699258,374783001,3699257,249848645,3699258,249848801,MEM_ERR2,MEM_ERR2,MEM_ERR2,MEM_ERR2
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_188.cnf,43118,14980,14266,0.000,1712859148.667503,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_158.cnf,20328,6912,6650,0.000,1712862751.6716588,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_122.cnf,101658,24946,22743,0.000,1712866354.9790623,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_128.cnf,149118,44805,27489,1578.635,1712867973.9841092,58965,55087363,59046,55088738,58965,25202348,59046,25203723,58965,25202348,59046,25203723
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_026.cnf,126997,50461,21516,0.000,1712879189.4611638,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_172.cnf,104369,25538,23374,0.000,1712882793.0224755,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_136.cnf,19508,6752,5850,0.000,1712886395.7812855,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_000.cnf,17634,8169,2819,972.187,1712887875.4667149,3699257,374782845,3699258,374783001,3699257,249848645,3699258,249848801,MEM_ERR2,MEM_ERR2,MEM_ERR2,MEM_ERR2
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_196.cnf,17546,5999,5737,0.000,1712897755.631661,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_private/mc2023_mc2023_track2_104.cnf,23004,7759,7339,0.000,1712901358.0348997,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_143.cnf,19839,6973,5959,0.000,1712904960.4903233,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_157.cnf,20266,6892,6630,0.000,1712908563.7953298,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_191.cnf,458341,110973,102853,0.000,1712912172.218844,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_059.cnf,7345,2918,2057,0.000,1712915774.3034525,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_165.cnf,59455,19533,17473,0.000,1712919377.394756,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_159.cnf,338758,81984,75260,0.000,1712922983.9251788,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_189.cnf,10619,2569,644,0.000,1712926586.790314,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_155.cnf,158329,38321,35377,0.000,1712930190.8922014,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_069.cnf,8184,3002,2191,0.000,1712933793.075077,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_149.cnf,314763,76947,69532,0.000,1712937399.2310874,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2023_track2-wmc_public/mc2023_mc2023_track2_111.cnf,59250,21542,18540,0.000,1712941002.3088582,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2022_track1-mc_public/mc2022_track1_199.cnf,126997,50461,21516,0.000,1712944606.6079438,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2022_track1-mc_public/mc2022_track1_111.cnf,24836,10995,3449,0.000,1712948209.4108803,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
../sources/cnf2tseitin/cnf/MC2022_track1-mc_public/mc2022_track1_001.cnf,500,200,100,0.000,1712951812.3680763,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
